date,TA_AVG,TA_MAX,TA_MIN
2004-03-01,1.7,6.0,-1.1
2004-03-02,-2.0,1.5,-4.5
2004-03-03,-1.7,2.2,-4.3
2004-03-04,-1.5,2.5,-5.5
2004-03-05,-0.1,3.5,-1.7
2004-03-06,-3.4,-0.8,-5.0
2004-03-07,-1.4,2.2,-5.6
2004-03-08,3.1,6.9,-2.2
2004-03-09,7.8,13.5,1.2
2004-03-10,10.4,14.0,7.5
2004-03-11,5.7,9.1,3.2
2004-03-12,6.9,11.6,2.9
2004-03-13,7.8,12.6,4.0
2004-03-14,6.7,12.0,4.0
2004-03-15,9.4,15.8,2.2
2004-03-16,14.5,18.7,8.8
2004-03-17,4.9,16.3,-1.0
2004-03-18,2.1,7.0,-1.8
2004-03-19,4.2,9.6,-0.5
2004-03-20,7.0,12.3,2.2
2004-03-21,10.0,15.5,4.0
2004-03-22,10.8,16.0,7.5
2004-03-23,9.0,14.0,4.5
2004-03-24,8.9,13.1,6.3
2004-03-25,9.1,14.3,5.5
2004-03-26,10.6,16.2,4.5
2004-03-27,10.8,16.2,6.0
2004-03-28,11.7,18.2,4.4
2004-03-29,14.1,18.0,11.1
2004-03-30,9.7,13.6,5.9
2004-03-31,7.9,12.3,3.9
2004-04-01,9.1,16.7,4.1
2004-04-02,5.6,7.5,4.5
2004-04-03,6.4,9.6,2.7
2004-04-04,7.6,13.0,2.7
2004-04-05,9.1,14.6,4.5
2004-04-06,7.9,10.8,5.5
2004-04-07,10.3,15.1,7.4
2004-04-08,10.5,15.8,4.8
2004-04-09,13.0,19.7,7.4
2004-04-10,15.1,21.3,8.5
2004-04-11,16.1,22.2,12.1
2004-04-12,16.6,21.7,11.5
2004-04-13,17.1,22.7,13.0
2004-04-14,16.8,23.3,12.0
2004-04-15,15.5,21.7,10.3
2004-04-16,15.6,20.2,11.6
2004-04-17,17.5,23.0,11.3
2004-04-18,19.7,27.3,11.8
2004-04-19,14.2,16.1,12.1
2004-04-20,15.6,21.3,10.6
2004-04-21,18.9,25.2,10.1
2004-04-22,16.0,19.1,13.1
2004-04-23,12.8,16.8,9.3
2004-04-24,11.8,17.2,7.9
2004-04-25,13.0,17.6,8.3
2004-04-26,10.3,14.3,7.6
2004-04-27,8.2,11.8,5.9
2004-04-28,11.9,18.1,5.1
2004-04-29,14.8,21.7,7.5
2004-04-30,17.3,22.6,13.1
2004-05-01,19.6,25.7,13.1
2004-05-02,17.4,20.2,15.5
2004-05-03,14.8,17.1,11.1
2004-05-04,14.2,20.3,9.3
2004-05-05,15.5,21.8,8.8
2004-05-06,16.9,21.8,13.8
2004-05-07,17.7,24.6,9.6
2004-05-08,18.1,21.5,13.6
2004-05-09,14.8,17.8,13.6
2004-05-10,14.9,16.2,13.6
2004-05-11,17.3,22.6,12.0
2004-05-12,16.9,18.7,15.3
2004-05-13,15.8,19.2,13.6
2004-05-14,18.7,26.0,11.6
2004-05-15,15.9,18.7,13.6
2004-05-16,16.3,21.5,13.0
2004-05-17,14.5,17.7,12.8
2004-05-18,16.8,21.7,13.3
2004-05-19,19.3,24.2,16.0
2004-05-20,17.5,22.3,15.1
2004-05-21,16.7,21.8,13.6
2004-05-22,17.8,23.2,12.3
2004-05-23,17.4,22.0,12.8
2004-05-24,18.7,25.0,13.5
2004-05-25,19.8,26.0,13.8
2004-05-26,19.9,24.3,16.1
2004-05-27,21.8,27.6,17.7
2004-05-28,18.8,21.1,16.7
2004-05-29,20.1,24.7,16.7
2004-05-30,21.5,26.7,17.8
2004-05-31,20.6,25.7,16.0
2004-06-01,21.2,28.2,14.6
2004-06-02,23.3,30.6,15.8
2004-06-03,26.0,32.5,18.7
2004-06-04,26.3,32.4,20.2
2004-06-05,25.8,31.2,21.7
2004-06-06,23.4,25.1,22.1
2004-06-07,21.5,24.7,20.0
2004-06-08,20.0,22.3,18.0
2004-06-09,20.6,25.2,16.0
2004-06-10,23.3,29.0,17.3
2004-06-11,25.3,30.1,20.8
2004-06-12,25.0,30.7,19.7
2004-06-13,23.4,28.6,18.7
2004-06-14,23.6,29.0,18.2
2004-06-15,25.5,31.5,18.8
2004-06-16,25.5,31.0,20.1
2004-06-17,19.2,24.5,18.1
2004-06-18,20.5,23.8,17.2
2004-06-19,20.7,22.7,19.6
2004-06-20,21.8,23.5,19.2
2004-06-21,22.5,26.7,19.0
2004-06-22,21.0,25.0,18.1
2004-06-23,22.0,27.0,19.3
2004-06-24,25.2,30.2,20.8
2004-06-25,25.2,29.6,21.3
2004-06-26,24.3,28.5,22.5
2004-06-27,24.5,28.7,21.8
2004-06-28,22.6,25.8,21.0
2004-06-29,22.1,24.7,20.5
2004-06-30,24.7,29.1,21.2
2004-07-01,24.0,26.7,22.0
2004-07-02,23.1,24.2,21.3
2004-07-03,24.4,26.8,22.0
2004-07-04,21.1,22.7,19.7
2004-07-05,22.8,26.2,19.5
2004-07-06,23.3,26.3,20.8
2004-07-07,21.5,22.2,20.7
2004-07-08,21.2,23.3,19.7
2004-07-09,22.7,27.3,19.7
2004-07-10,24.1,28.8,19.8
2004-07-11,23.4,27.7,21.1
2004-07-12,22.4,23.2,20.8
2004-07-13,21.0,22.8,19.7
2004-07-14,23.5,27.6,20.3
2004-07-15,22.8,23.7,22.2
2004-07-16,23.0,24.6,22.2
2004-07-17,22.3,23.2,21.6
2004-07-18,25.2,28.2,22.1
2004-07-19,26.4,28.3,25.2
2004-07-20,25.7,26.8,24.8
2004-07-21,26.8,31.8,24.1
2004-07-22,27.4,32.0,24.1
2004-07-23,28.3,33.2,24.0
2004-07-24,27.6,30.8,23.7
2004-07-25,25.4,28.0,22.6
2004-07-26,26.5,29.2,23.8
2004-07-27,27.6,30.2,24.7
2004-07-28,28.7,32.7,26.0
2004-07-29,28.9,33.2,24.1
2004-07-30,29.2,33.4,25.2
2004-07-31,29.9,34.5,24.7
2004-08-01,29.4,34.2,25.3
2004-08-02,28.3,33.2,23.7
2004-08-03,28.8,32.7,25.7
2004-08-04,28.5,32.9,23.2
2004-08-05,27.6,32.7,23.8
2004-08-06,28.3,32.9,24.7
2004-08-07,28.5,32.4,26.2
2004-08-08,27.8,32.0,26.1
2004-08-09,28.6,33.0,25.0
2004-08-10,30.2,36.2,25.2
2004-08-11,30.4,35.7,25.6
2004-08-12,29.6,34.7,25.6
2004-08-13,28.7,32.7,26.0
2004-08-14,26.3,29.2,24.0
2004-08-15,26.7,31.0,22.8
2004-08-16,25.0,29.1,21.5
2004-08-17,23.1,26.2,21.1
2004-08-18,23.2,25.0,22.0
2004-08-19,21.8,25.3,19.1
2004-08-20,23.5,26.8,20.5
2004-08-21,23.3,25.5,21.0
2004-08-22,22.8,25.2,21.3
2004-08-23,22.8,26.0,20.5
2004-08-24,23.9,29.2,18.7
2004-08-25,24.2,27.5,20.7
2004-08-26,23.7,28.5,21.2
2004-08-27,24.6,28.3,21.1
2004-08-28,23.9,26.6,22.1
2004-08-29,25.5,30.1,21.6
2004-08-30,26.0,31.5,22.7
2004-08-31,24.6,29.3,20.0
2004-09-01,24.7,29.3,22.2
2004-09-02,24.1,29.2,21.1
2004-09-03,23.7,28.0,19.0
2004-09-04,24.9,30.0,20.7
2004-09-05,25.5,31.3,20.7
2004-09-06,24.5,29.7,19.0
2004-09-07,19.7,24.2,18.2
2004-09-08,22.1,27.2,18.0
2004-09-09,23.2,28.8,18.7
2004-09-10,22.1,26.7,17.6
2004-09-11,17.4,20.6,16.0
2004-09-12,20.5,23.5,16.6
2004-09-13,21.4,24.3,19.3
2004-09-14,23.0,28.7,17.5
2004-09-15,24.5,28.2,19.6
2004-09-16,23.0,27.2,20.7
2004-09-17,23.6,28.7,18.7
2004-09-18,21.8,23.7,18.3
2004-09-19,20.7,26.2,14.8
2004-09-20,16.5,20.5,14.6
2004-09-21,16.8,20.2,15.0
2004-09-22,18.8,24.5,12.8
2004-09-23,20.5,25.2,16.7
2004-09-24,21.2,26.7,16.0
2004-09-25,21.6,26.3,17.1
2004-09-26,20.4,23.6,18.1
2004-09-27,21.3,26.8,16.5
2004-09-28,21.2,25.2,17.1
2004-09-29,21.9,27.1,17.7
2004-09-30,21.7,27.0,16.1
2004-10-01,16.6,21.5,10.8
2004-10-02,12.6,17.7,8.8
2004-10-03,13.4,19.7,7.4
2004-10-04,15.1,21.1,10.0
2004-10-05,16.8,23.7,9.8
2004-10-06,17.7,24.5,12.0
2004-10-07,18.6,23.7,13.6
2006-10-28,14.7,19.5,9.5
2006-10-29,15.3,19.5,11.8
2006-10-30,13.9,19.8,7.9
2006-10-31,14.8,19.7,10.1
2006-11-01,15.6,19.8,12.6
2006-11-02,14.5,18.3,11.8
2006-11-03,14.8,20.2,9.6
2006-11-04,16.0,19.3,12.1
2006-11-05,13.3,17.7,8.3
2006-11-06,4.6,8.8,-0.1
2006-11-07,3.5,8.1,-1.3
2006-11-08,13.0,17.1,5.5
2006-11-09,13.8,17.2,8.6
2006-11-10,8.4,12.6,5.1
2006-11-11,5.3,9.3,2.0
2006-11-12,5.8,11.3,0.6
2006-11-13,9.1,13.6,4.5
2006-11-14,5.6,8.6,2.5
2006-11-15,5.6,10.5,1.8
2006-11-16,3.4,7.0,-0.4
2006-11-17,5.5,10.1,0.5
2006-11-18,7.2,13.1,2.5
2006-11-19,8.8,13.6,3.5
2006-11-20,8.6,13.1,4.6
2006-11-21,8.4,11.1,5.4
2006-11-22,7.1,10.1,5.0
2006-11-23,7.9,11.3,6.0
2006-11-24,7.3,12.6,4.8
2006-11-25,9.1,16.2,4.0
2006-11-26,11.3,13.8,8.3
2006-11-27,8.1,12.0,5.8
2006-11-28,5.1,7.0,2.5
2006-11-29,2.0,5.0,0.0
2006-11-30,1.8,3.5,-0.6
2006-12-01,3.1,5.9,0.8
2006-12-02,-2.8,3.0,-6.1
2006-12-03,-4.5,-0.8,-8.5
2006-12-04,-1.4,2.5,-5.4
2006-12-05,2.4,6.6,-0.4
2006-12-06,3.2,6.9,-0.6
2006-12-07,5.0,7.4,3.5
2006-12-08,6.6,9.1,4.0
2006-12-09,2.5,5.9,-1.2
2006-12-10,-0.4,3.7,-3.5
2006-12-11,1.8,6.0,-2.0
2006-12-12,5.2,9.5,1.2
2006-12-13,5.7,9.8,3.5
2006-12-14,3.3,6.1,1.1
2006-12-15,3.2,6.4,0.6
2006-12-16,2.4,4.8,-0.2
2006-12-17,-1.0,1.6,-3.9
2006-12-18,-2.4,1.1,-5.4
2006-12-19,0.8,5.0,-4.1
2006-12-20,4.1,8.1,1.7
2006-12-21,3.6,8.1,0.1
2006-12-22,4.1,7.3,2.0
2006-12-23,2.5,7.0,-0.8
2006-12-24,2.4,7.3,-1.7
2006-12-25,5.8,12.6,0.4
2006-12-26,7.1,12.6,2.5
2006-12-27,0.9,5.6,-4.3
2006-12-28,-8.4,-4.3,-11.3
2006-12-29,-8.1,-3.7,-12.3
2006-12-30,-3.6,-0.1,-8.8
2006-12-31,0.7,6.1,-4.4
2007-01-01,3.3,6.0,0.0
2007-01-02,3.1,4.5,1.5
2007-01-03,5.3,9.3,1.6
2007-01-04,4.8,11.8,0.8
2007-01-05,4.5,9.0,1.0
2007-01-06,-1.2,4.6,-4.8
2007-01-07,-3.9,-0.8,-6.5
2007-01-08,-3.0,0.2,-4.6
2007-01-09,-1.7,2.5,-6.0
2007-01-10,-0.4,2.9,-3.0
2007-01-11,-1.6,1.5,-4.5
2007-01-12,-3.0,-0.8,-5.8
2007-01-13,-5.2,-2.2,-7.6
2007-01-14,-2.7,2.5,-7.6
2007-01-15,-0.2,4.0,-4.5
2007-01-16,2.2,5.3,-0.6
2007-01-17,2.3,4.5,-0.8
2007-01-18,1.0,4.3,-1.1
2007-01-19,0.2,4.4,-3.4
2007-01-20,1.0,6.1,-2.7
2007-01-21,1.8,7.1,-2.5
2007-01-22,2.0,5.5,-1.1
2007-01-23,1.9,6.0,-1.6
2007-01-24,1.5,5.5,-1.8
2007-01-25,1.0,4.6,-2.0
2007-01-26,1.4,4.3,-0.2
2007-01-27,0.7,3.5,-1.5
2007-01-28,0.2,4.4,-3.0
2007-01-29,1.0,4.9,-2.7
2007-01-30,-0.4,2.7,-5.0
2007-01-31,-3.7,-0.3,-6.5
2007-02-01,-5.4,-1.5,-8.3
2007-02-02,-5.0,-0.5,-8.6
2007-02-03,0.3,6.4,-5.6
2007-02-04,3.0,9.3,-2.2
2007-02-05,4.5,8.1,0.3
2007-02-06,8.0,13.3,5.5
2007-02-07,7.1,13.8,1.2
2007-02-08,5.6,6.5,4.5
2007-02-09,4.6,6.1,3.9
2007-02-10,3.5,6.0,0.4
2007-02-11,1.3,5.8,-2.5
2007-02-12,3.4,8.3,-0.8
2007-02-13,3.7,7.4,1.2
2007-02-14,-0.1,4.0,-3.2
2007-02-15,0.0,4.4,-3.5
2007-02-16,3.1,9.5,-3.2
2007-02-17,6.2,10.1,3.5
2007-02-18,5.6,12.1,0.6
2007-02-19,4.4,10.3,1.7
2007-02-20,5.6,12.0,0.4
2007-02-21,5.2,8.5,2.2
2007-02-22,7.6,13.1,2.5
2007-02-23,2.9,7.4,-0.6
2007-02-24,4.3,9.3,-1.7
2007-02-25,7.3,11.5,4.5
2007-02-26,8.3,14.0,3.7
2007-02-27,7.7,12.5,3.9
2007-02-28,8.1,14.8,2.7
2007-03-01,10.2,15.3,3.9
2007-03-02,8.3,12.0,6.5
2007-03-03,10.4,12.0,8.6
2007-03-04,10.9,14.1,5.5
2007-03-05,-2.1,5.5,-5.3
2007-03-06,-5.0,-1.6,-7.6
2007-03-07,-2.8,1.2,-6.9
2007-03-08,0.7,3.9,-3.5
2007-03-09,4.9,9.3,0.6
2007-03-10,2.3,6.5,-3.5
2007-03-11,0.1,3.5,-3.7
2007-03-12,3.1,7.5,-1.8
2007-03-13,5.1,10.1,0.6
2007-03-14,6.6,11.6,1.3
2007-03-15,9.1,14.5,5.0
2007-03-16,7.9,12.8,5.0
2007-03-17,6.9,11.6,3.2
2007-03-18,6.3,11.6,1.7
2007-03-19,6.8,12.3,1.8
2007-03-20,5.4,10.1,1.7
2007-03-21,6.7,8.3,5.4
2007-03-22,7.9,12.6,6.0
2007-03-23,10.8,16.2,6.0
2007-03-24,9.5,13.0,7.8
2007-03-25,8.0,12.3,4.4
2007-03-26,9.6,13.5,3.0
2007-03-27,10.5,13.8,8.3
2007-03-28,5.5,9.5,3.0
2007-03-29,5.6,10.6,1.8
2007-03-30,9.6,15.6,3.4
2007-03-31,8.9,11.1,7.9
2007-04-01,9.1,13.3,6.5
2007-04-02,5.6,8.8,3.2
2007-04-03,5.5,9.1,1.6
2007-04-04,6.3,11.1,2.0
2007-04-05,8.3,13.6,2.5
2007-04-06,9.5,14.6,6.5
2007-04-07,9.3,13.8,6.3
2007-04-08,9.5,14.6,6.0
2007-04-09,10.8,16.0,5.6
2007-04-10,10.4,14.3,9.0
2007-04-11,11.1,17.0,6.8
2007-04-12,11.8,15.6,8.3
2007-04-13,9.6,14.3,7.5
2007-04-14,10.5,15.8,5.5
2007-04-15,12.2,17.6,8.0
2007-04-16,9.5,13.6,7.5
2007-04-17,10.4,15.6,5.6
2007-04-18,11.1,16.6,6.3
2007-04-19,12.7,17.5,8.5
2007-04-20,12.5,14.5,10.1
2007-04-21,15.2,20.0,11.8
2007-04-22,13.1,16.2,11.1
2007-04-23,14.3,19.6,9.3
2007-04-24,12.9,16.7,10.8
2007-04-25,12.9,17.7,9.3
2007-04-26,14.7,21.1,8.1
2007-04-27,15.2,21.0,10.3
2007-04-28,14.8,20.7,10.0
2007-04-29,16.3,22.5,10.8
2007-04-30,15.7,18.7,11.3
2007-05-01,14.0,16.8,11.6
2007-05-02,15.6,21.2,11.1
2007-05-03,15.3,19.5,13.0
2007-05-04,16.3,21.7,13.8
2007-05-05,19.2,26.1,13.8
2007-05-06,20.0,25.2,15.5
2007-05-07,19.5,26.1,13.8
2007-05-08,19.4,25.6,15.3
2007-05-09,15.9,22.2,10.8
2007-05-10,15.7,22.8,9.0
2007-05-11,18.7,24.7,12.5
2007-05-12,13.0,18.6,11.1
2007-05-13,16.6,22.8,10.0
2007-05-14,16.5,20.7,14.1
2007-05-15,19.6,25.2,12.6
2007-05-16,17.3,22.0,13.6
2007-05-17,18.3,24.0,13.3
2007-05-18,14.3,18.8,12.5
2007-05-19,16.0,20.0,12.5
2007-05-20,17.4,23.1,12.0
2007-05-21,18.4,24.1,12.8
2007-05-22,19.7,26.0,12.6
2007-05-23,20.7,25.6,15.5
2007-05-24,19.8,22.2,18.3
2007-05-25,19.7,23.1,16.8
2007-05-26,20.3,25.7,14.6
2007-05-27,22.5,30.1,16.0
2007-05-28,21.3,27.5,16.2
2007-05-29,18.1,20.8,15.8
2007-05-30,19.7,24.7,15.3
2007-05-31,22.2,27.2,16.5
2007-06-01,20.4,22.2,16.7
2007-06-02,23.2,28.6,17.2
2007-06-03,23.8,29.6,19.0
2007-06-04,22.4,25.8,19.3
2007-06-05,19.9,21.5,18.3
2007-06-06,20.1,24.8,17.5
2007-06-07,19.3,21.7,17.7
2007-06-08,19.4,23.8,17.2
2007-06-09,20.3,25.7,14.1
2007-06-10,23.6,30.7,16.6
2007-06-11,24.4,30.0,19.2
2007-06-12,24.4,29.6,19.7
2007-06-13,23.8,29.3,19.5
2007-06-14,23.4,28.5,19.8
2007-06-15,23.1,28.5,18.2
2007-06-16,25.5,32.2,18.7
2007-06-17,25.6,30.7,18.7
2007-06-18,26.3,33.2,20.5
2007-06-19,26.4,32.2,21.5
2007-06-20,24.2,28.6,21.5
2007-06-21,21.0,23.2,19.2
2007-06-22,25.4,31.7,19.5
2007-06-23,24.8,29.5,21.3
2007-06-24,21.2,24.5,17.8
2007-06-25,21.7,25.2,19.2
2007-06-26,25.4,30.6,21.3
2007-06-27,25.9,30.6,21.5
2007-06-28,24.6,27.2,23.0
2007-06-29,21.8,23.7,21.1
2007-06-30,24.2,28.7,21.0
2007-07-01,19.8,23.2,19.0
2007-07-02,20.6,22.8,18.7
2007-07-03,23.6,27.3,20.3
2007-07-04,22.7,25.3,20.7
2009-07-24,24.8,30.1,21.2
2009-07-25,22.5,26.0,19.3
2009-07-26,24.8,29.1,20.5
2009-07-27,24.8,27.7,22.1
2009-07-28,24.6,26.4,22.7
2009-07-29,25.5,30.4,21.5
2009-07-30,26.5,30.6,22.6
2009-07-31,26.7,30.4,24.1
2009-08-01,25.4,28.9,23.3
2009-08-02,25.8,29.6,23.0
2009-08-03,25.2,27.5,23.9
2009-08-04,26.9,31.2,23.0
2009-08-05,27.6,32.3,23.0
2009-08-06,26.6,30.7,23.8
2009-08-07,25.8,28.5,23.1
2009-08-08,26.5,28.9,24.7
2009-08-09,28.7,33.6,24.9
2009-08-10,27.8,32.0,23.7
2009-08-11,23.8,27.1,22.4
2009-08-12,23.5,25.9,22.4
2009-08-13,26.3,30.9,21.9
2009-08-14,27.6,33.4,23.3
2009-08-15,27.9,33.0,22.8
2009-08-16,29.1,34.4,24.7
2009-08-17,26.8,30.9,24.0
2009-08-18,27.4,30.9,25.5
2009-08-19,28.1,31.8,25.1
2009-08-20,26.1,29.4,22.7
2009-08-21,25.2,29.6,20.4
2009-08-22,25.2,28.2,23.1
2009-08-23,25.9,30.9,21.4
2009-08-24,25.6,29.4,21.9
2009-08-25,24.3,27.6,21.7
2009-08-26,24.2,26.3,22.1
2009-08-27,24.1,25.7,21.9
2009-08-28,24.1,28.6,19.8
2009-08-29,22.2,26.7,17.9
2009-08-30,20.5,23.3,18.1
2009-08-31,22.6,28.3,16.4
2009-09-01,23.7,28.6,18.7
2009-09-02,23.4,28.6,18.7
2009-09-03,23.2,28.6,18.9
2009-09-04,24.3,29.3,18.8
2009-09-05,25.0,29.9,20.9
2009-09-06,25.2,29.9,21.8
2009-09-07,23.7,24.9,22.6
2009-09-08,23.4,28.4,19.3
2009-09-09,23.2,27.2,19.1
2009-09-10,22.3,27.4,17.3
2009-09-11,20.8,25.3,17.2
2009-09-12,19.1,23.9,16.6
2009-09-13,20.7,25.9,15.3
2009-09-14,20.1,22.8,17.5
2009-09-15,20.9,25.1,16.9
2009-09-16,21.0,25.8,16.6
2009-09-17,21.2,26.1,16.2
2009-09-18,22.4,28.5,17.4
2009-09-19,21.8,26.4,17.6
2009-09-20,21.3,25.5,16.5
2009-09-21,18.6,21.6,16.8
2009-09-22,19.2,25.2,14.4
2009-09-23,20.5,26.1,15.5
2009-09-24,20.4,25.5,15.0
2009-09-25,20.0,23.6,17.4
2009-09-26,21.2,26.8,15.4
2009-09-27,20.8,22.5,19.1
2009-09-28,20.9,25.3,17.5
2009-09-29,21.5,27.1,17.5
2009-09-30,22.7,28.1,18.0
2009-10-01,21.7,26.4,17.9
2009-10-02,19.0,24.1,15.6
2009-10-03,17.9,22.8,12.6
2009-10-04,17.0,21.9,12.2
2009-10-05,17.5,23.3,11.7
2009-10-06,19.0,24.7,14.3
2009-10-07,18.0,23.7,13.7
2009-10-08,16.2,21.5,11.5
2009-10-09,15.8,20.6,11.5
2009-10-10,16.0,21.3,10.9
2009-10-11,16.4,21.7,11.4
2009-10-12,15.9,19.8,11.8
2009-10-13,14.5,19.2,11.1
2009-10-14,14.7,20.1,10.8
2009-10-15,15.9,21.6,10.4
2009-10-16,16.8,21.5,12.1
2009-10-17,13.6,17.5,11.2
2009-10-18,14.2,18.7,9.8
2009-10-19,11.8,14.9,9.0
2009-10-20,10.8,15.6,6.2
2009-10-21,13.8,18.5,9.8
2009-10-22,13.1,18.8,7.2
2009-10-23,15.0,19.9,10.6
2009-10-24,16.6,20.7,13.2
2009-10-25,16.2,20.6,13.0
2009-10-26,15.8,21.2,11.5
2009-10-27,15.5,20.1,12.9
2009-10-28,14.7,20.0,10.5
2009-10-29,17.0,22.8,11.3
2009-10-30,18.6,24.0,15.1
2009-10-31,16.2,19.1,13.3
2009-11-01,9.7,13.4,5.2
2009-11-02,0.0,5.2,-2.3
2009-11-03,2.9,6.1,-2.8
2009-11-04,11.4,16.3,4.3
2009-11-05,14.2,17.9,11.4
2009-11-06,14.6,19.7,10.4
2009-11-07,17.0,20.0,12.8
2009-11-08,16.9,19.8,15.3
2009-11-09,16.8,21.8,14.3
2009-11-10,13.0,14.7,9.7
2009-11-11,9.3,13.9,6.4
2009-11-12,8.8,12.4,6.0
2009-11-13,9.3,10.3,8.2
2009-11-14,5.1,8.8,0.7
2009-11-15,-0.5,1.9,-2.9
2009-11-16,-1.8,1.0,-4.2
2009-11-17,-1.1,1.9,-2.9
2009-11-18,-0.6,3.1,-4.3
2009-11-19,1.8,5.9,-0.7
2009-11-20,1.4,4.8,-2.0
2009-11-21,-0.1,3.8,-3.4
2009-11-22,3.3,6.8,-1.0
2009-11-23,7.5,12.3,4.1
2009-11-24,8.6,13.5,4.8
2009-11-25,5.9,7.5,4.4
2009-11-26,8.0,13.2,3.4
2009-11-27,6.8,8.5,4.0
2009-11-28,5.8,9.1,3.4
2009-11-29,6.4,7.5,5.6
2009-11-30,6.3,9.6,4.5
2009-12-01,6.2,10.1,3.3
2009-12-02,5.6,8.0,3.1
2009-12-03,4.6,5.9,3.5
2009-12-04,4.1,8.1,0.8
2009-12-05,0.0,5.6,-4.6
2009-12-06,-3.5,-0.3,-6.3
2009-12-07,-0.1,5.1,-5.3
2009-12-08,1.3,3.8,-1.4
2009-12-09,4.9,8.6,0.9
2009-12-10,7.6,8.5,6.7
2009-12-11,7.7,8.8,6.6
2009-12-12,5.1,7.8,2.4
2009-12-13,2.1,6.2,-0.4
2009-12-14,-0.3,3.6,-2.6
2009-12-15,-4.2,-1.5,-7.5
2009-12-16,-6.3,-3.0,-9.2
2009-12-17,-7.2,-3.2,-10.2
2009-12-18,-9.3,-5.7,-12.0
2009-12-19,-7.9,-4.3,-10.8
2009-12-20,-5.3,-0.9,-8.8
2009-12-21,-3.6,0.5,-8.5
2009-12-22,3.3,7.8,-2.4
2009-12-23,4.4,7.7,1.5
2009-12-24,2.8,6.7,-1.0
2009-12-25,0.6,4.0,-4.6
2009-12-26,-8.1,-4.6,-11.0
2009-12-27,-7.9,-5.5,-9.9
2009-12-28,-8.6,-5.4,-10.8
2009-12-29,-4.5,1.6,-9.9
2009-12-30,-4.0,1.8,-9.5
2009-12-31,-10.8,-8.3,-12.9
2010-01-01,-7.6,-3.6,-12.7
2010-01-02,-3.6,0.2,-7.4
2010-01-03,-6.8,-3.2,-10.5
2010-01-04,-5.9,-3.4,-8.0
2010-01-05,-9.9,-7.0,-12.3
2010-01-06,-11.2,-8.1,-13.3
2010-01-07,-10.1,-5.5,-13.6
2010-01-08,-8.0,-3.3,-11.8
2010-01-09,-5.1,-1.9,-8.7
2010-01-10,-3.4,-0.3,-5.3
2010-01-11,-5.2,-1.3,-8.3
2010-01-12,-10.3,-7.3,-12.9
2010-01-13,-13.2,-10.7,-15.3
2010-01-14,-9.1,-4.1,-14.4
2010-01-15,-5.0,-0.6,-7.5
2010-01-16,-6.4,-2.1,-10.1
2010-01-17,-4.0,1.4,-9.0
2010-01-18,-0.5,1.9,-3.9
2010-01-19,2.7,6.8,-1.6
2010-01-20,5.8,8.4,2.4
2010-01-21,-4.1,2.4,-8.0
2010-01-22,-7.0,-3.4,-9.6
2010-01-23,-5.3,-0.9,-9.1
2010-01-24,0.3,3.8,-4.5
2010-01-25,-3.0,2.6,-8.5
2010-01-26,-4.1,1.1,-9.5
2010-01-27,-0.2,3.1,-4.0
2010-01-28,-0.4,2.7,-5.0
2010-01-29,-2.1,1.4,-7.3
2010-01-30,1.5,5.0,-1.7
2010-01-31,1.8,4.3,-0.5
2010-02-01,0.8,5.1,-2.6
2010-02-02,-6.2,-2.6,-9.1
2010-02-03,-8.0,-5.0,-10.8
2010-02-04,-4.3,-0.6,-8.3
2010-02-05,-5.5,-1.9,-7.9
2010-02-06,-4.7,0.9,-9.6
2010-02-07,0.7,5.6,-6.3
2010-02-08,4.0,5.7,3.0
2010-02-09,3.7,4.4,2.9
2010-02-10,3.9,5.0,3.1
2010-02-11,0.6,3.5,-0.8
2010-02-12,-0.3,1.1,-1.8
2010-02-13,-2.3,-0.3,-3.3
2010-02-14,-2.2,1.2,-5.0
2010-02-15,-3.1,-0.3,-6.0
2010-02-16,-4.5,-0.4,-8.0
2010-02-17,-3.2,0.3,-7.2
2010-02-18,-2.9,-1.0,-4.4
2010-02-19,-1.0,2.5,-4.7
2010-02-20,3.0,8.1,-1.6
2010-02-21,4.8,9.6,0.0
2010-02-22,6.5,11.0,3.5
2010-02-23,8.2,16.2,1.6
2010-02-24,12.2,17.9,5.5
2010-02-25,12.0,14.8,9.8
2010-02-26,12.0,17.2,9.0
2010-02-27,8.6,11.0,6.0
2010-02-28,6.8,9.1,5.4
2010-03-01,2.9,6.3,1.1
2010-03-02,2.7,4.8,0.6
2010-03-03,4.4,10.2,-1.5
2010-03-04,5.5,6.3,4.5
2010-03-05,6.4,9.5,3.9
2010-03-06,6.0,10.7,2.0
2010-03-07,4.9,7.8,2.6
2010-03-08,4.1,7.7,1.0
2010-03-09,1.5,5.7,-3.9
2010-03-10,-1.4,0.5,-4.0
2010-03-11,2.3,6.0,-2.7
2010-03-12,5.8,10.0,0.9
2010-03-13,2.4,7.9,-1.9
2010-03-14,7.2,12.6,1.2
2010-03-15,7.9,11.1,2.8
2010-03-16,0.7,3.9,-1.0
2010-03-17,-0.1,3.1,-1.9
2010-03-18,0.5,4.6,-2.8
2010-03-19,4.5,8.9,-1.7
2010-03-20,6.8,11.3,1.1
2010-03-21,2.7,7.1,-0.7
2010-03-22,2.1,5.0,-0.1
2010-03-23,5.9,10.3,0.7
2010-03-24,8.7,13.8,4.3
2010-03-25,5.0,9.5,-0.1
2010-03-26,2.0,4.7,-2.9
2010-03-27,5.4,7.2,4.0
2010-03-28,4.1,9.2,-0.1
