date,PM10_MIN,PM10_MAX,PM10_AVG
2023-06-10,0.0,56.0,33.7
2023-06-11,6.0,55.0,24.1
2023-06-12,6.0,54.0,29.2
2023-06-13,6.0,53.0,27.1
2023-06-14,0.0,60.0,22.6
2023-06-15,7.0,59.0,30.1
2023-06-16,4.0,48.0,25.0
2023-06-17,0.0,40.0,20.9
2023-06-18,2.0,52.0,25.9
2023-06-19,17.0,101.0,49.7
2023-06-20,16.0,76.0,36.1
2023-06-21,0.0,33.0,10.5
2023-06-22,4.0,54.0,23.1
2023-06-23,0.0,62.0,30.0
2023-06-24,12.0,85.0,38.5
2023-06-25,8.0,57.0,31.5
2023-06-26,0.0,38.0,16.0
2023-06-27,0.0,34.0,18.0
2023-06-28,4.0,54.0,32.8
2023-06-29,0.0,71.0,27.8
2023-06-30,1.0,64.0,33.3
2023-07-01,5.0,48.0,26.5
2023-07-02,0.0,41.0,20.0
2023-07-03,12.0,62.0,32.8
2023-07-04,0.0,76.0,30.5
2023-07-05,0.0,52.0,24.3
2023-07-06,17.0,84.0,48.6
2023-07-07,0.0,77.0,43.0
2023-07-08,0.0,31.0,12.7
2023-07-09,0.0,75.0,15.2
2023-07-10,0.0,79.0,31.0
2023-07-11,0.0,47.0,18.0
2023-07-12,4.0,44.0,25.0
2023-07-13,0.0,53.0,22.3
